19;multiplication;Can_be_generated_by;addition;0.655
21;polynomial_of_degree_zero;is;a_horizontal_straight_line_Linear_function;0.716
21;a_horizontal_straight_line_Linear_function;be_polynomial_of;degree_zero;0.492
22;graph;is;a_straight_line;0.515
24;graph;is;a_parabola;0.515
35;nth;root;Square_root;0.595
36;whose_square;is;given_one;0.691
38;whose_cube;is;given_one;0.691
42;The_mathematical_concept_of_a_function;expresses;the_intuitive_idea;0.807
42;one_quantity;completely_determines;another_quantity;0.679
43;An_equation;will_be;a_function_if_for_any_x_in_the_domain_of_the_equation_there_is_exactly_one_value_of_y;0.837
44;a_function;More_formally_is_defined;a_type_of_relation;0.724
44;relation;has_only_one_output_value_with;respect;0.691
44;only_one_output_value;be_has_by;relation;0.548
45;they;can_also_be;elements;0.846
45;The_argument_and_the_value;may_be;real_numbers;0.655
45;they;be_elements_from;any_given_sets;0.644
46;the_assigned_values;are_in;the_Range_of_the_function;0.865
46;the_assigned_values;be_the_co_domain_of;the_function;0.502
47;we;assign_the_values_to;each_element_of_the_domain;0.799
47;we;assign;the_values;0.691
47;It;is;important;0.554
50;The_functions;can_be_classified_in;Function_Odd_Function_Monotonic_Function_Surjective_Function_Bijective_Function_Injective_Function;0.585
52;we;shall_learn;about_few_of_the_above_mentioned_types_of_functions;0.746
52;about_few_of_the_above_mentioned_types_of_functions;shall_be_learn_in;this_article;0.457
52;we;shall_learn_about_few_of_the_above_mentioned_types_of_functions_in;this_article;0.306
53;A_polynomial_or_algebraic_function;is;a_function_which_can_be_expressed_in_the_following_form;0.752
54;1_x_n;_;1;0.59
54;f;a_;n_x;0.394
